"Contractor_Name","Contractor_Details_URL","State_Local_Auth","Contract_Number","Phone","Location","Socio_Economic_Indicators","Contractor_TC_Price_List","View_Catalog"
SOLUTIONS3 LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0519W&contractorName=SOLUTIONS3+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0519W,845-365-0675,"MAHWAH ,NJ",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0519W/GS35F0519W_online.htm,advRedirect.do?contract=GS-35F-0519W&sin=132+51&src=elib&app=cat
"SOLVENT INFORMATION SYSTEMS, INCORPORATED",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-448CA&contractorName=SOLVENT+INFORMATION+SYSTEMS%2C+INCORPORATED&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-448CA,808-537-5200,"HONOLULU ,HI",s,https://www.gsaadvantage.gov/ref_text/GS35F448CA/GS35F448CA_online.htm,advRedirect.do?contract=GS-35F-448CA&sin=132+51&src=elib&app=cat
SOMERSET TECHNOLOGY GROUP L.L.C.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0132X&contractorName=SOMERSET+TECHNOLOGY+GROUP+L.L.C.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0132X,973-286-8296,"NEWARK ,NJ",s,https://www.gsaadvantage.gov/ref_text/GS35F0132X/GS35F0132X_online.htm,advRedirect.do?contract=GS-35F-0132X&sin=132+51&src=elib&app=cat
SONA NETWORKS LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0251Y&contractorName=SONA+NETWORKS+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0251Y,410-329-1811,"HUNT VALLEY ,MD",s/d/8a/h,https://www.gsaadvantage.gov/ref_text/GS35F0251Y/GS35F0251Y_online.htm,advRedirect.do?contract=GS-35F-0251Y&sin=132+51&src=elib&app=cat
"SONALYSTS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0852N&contractorName=SONALYSTS%2C+INC.&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0852N,(860)442-4355,"WATERFORD ,CT",o,https://www.gsaadvantage.gov/ref_text/GS35F0852N/GS35F0852N_online.htm,
SONORA & ASSOCIATES LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-390AA&contractorName=SONORA+%26+ASSOCIATES+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-390AA,2024076453,"BETHESDA ,MD",s/d,https://www.gsaadvantage.gov/ref_text/GS35F390AA/GS35F390AA_online.htm,advRedirect.do?contract=GS-35F-390AA&sin=132+51&src=elib&app=cat
"SOTERA DEFENSE SOLUTIONS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0344L&contractorName=SOTERA+DEFENSE+SOLUTIONS%2C+INC.&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0344L,703-889-1392,"HERNDON ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0344L/GS35F0344L_online.htm,advRedirect.do?contract=GS-35F-0344L&sin=132+51&src=elib&app=cat
"SOURCE DIVERSIFIED, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0259J&contractorName=SOURCE+DIVERSIFIED%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0259J,949-940-0450,"SAN CLEMENTE ,CA",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0259J/GS35F0259J_online.htm,advRedirect.do?contract=GS-35F-0259J&sin=132+51&src=elib&app=cat
"SOURCE FOR WRITING AND TECH SVC CO, INC, THE",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0518N&contractorName=SOURCE+FOR+WRITING+AND+TECH+SVC+CO%2C+INC%2C+THE&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0518N,6103048527,"CHESTER SPRINGS ,PA",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0518N/GS35F0518N_online.htm,advRedirect.do?contract=GS-35F-0518N&sin=132+51&src=elib&app=cat
"SOUTH DADE AIR CONDITIONING AND REFRIGERATION, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-044BA&contractorName=SOUTH+DADE+AIR+CONDITIONING+AND+REFRIGERATION%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-044BA,305 345-3786,"HOMESTEAD ,FL",s/dv/d/8a/h,https://www.gsaadvantage.gov/ref_text/GS35F044BA/GS35F044BA_online.htm,advRedirect.do?contract=GS-35F-044BA&sin=132+51&src=elib&app=cat
"SOUTHLAND TECHNOLOGY, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0351N&contractorName=SOUTHLAND+TECHNOLOGY%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0351N,858-694-0932,"SAN DIEGO ,CA",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0351N/GS35F0351N_online.htm,advRedirect.do?contract=GS-35F-0351N&sin=132+51&src=elib&app=cat
"SOUTHTECH SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-080DA&contractorName=SOUTHTECH+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-080DA,(951)354-6104,"RIVERSIDE ,CA",s,https://www.gsaadvantage.gov/ref_text/GS35F080DA/GS35F080DA_online.htm,advRedirect.do?contract=GS-35F-080DA&sin=132+51&src=elib&app=cat
"SP SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0298Y&contractorName=SP+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0298Y,301-614-1322,"GREENBELT ,MD",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0298Y/GS35F0298Y_online.htm,advRedirect.do?contract=GS-35F-0298Y&sin=132+51&src=elib&app=cat
"SPACESAVER SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-092AA&contractorName=SPACESAVER+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-092AA,240-283-1961,"KENSINGTON ,MD",s/w/wo,https://www.gsaadvantage.gov/ref_text/GS35F092AA/GS35F092AA_online.htm,advRedirect.do?contract=GS-35F-092AA&sin=132+51&src=elib&app=cat
"SPANN & ASSOCIATES, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0235M&contractorName=SPANN+%26+ASSOCIATES%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0235M,407-788-0765,"HEATHROW ,FL",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0235M/GS35F0235M_online.htm,advRedirect.do?contract=GS-35F-0235M&sin=132+51&src=elib&app=cat
"SPARC, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0462Y&contractorName=SPARC%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0462Y,843.471.1231,"CHARLESTON ,SC",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0462Y/GS35F0462Y_online.htm,advRedirect.do?contract=GS-35F-0462Y&sin=132+51&src=elib&app=cat
SPARKSOFT CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-161CA&contractorName=SPARKSOFT+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-161CA,703-327-0077,"SOUTH RIDING ,VA",s/w/d,https://www.gsaadvantage.gov/ref_text/GS35F161CA/GS35F161CA_online.htm,advRedirect.do?contract=GS-35F-161CA&sin=132+51&src=elib&app=cat
"SPARTACUS CONSULTING, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-040DA&contractorName=SPARTACUS+CONSULTING%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-040DA,888-793-6819,"LAS VEGAS ,NV",s/v/d,https://www.gsaadvantage.gov/ref_text/GS35F040DA/GS35F040DA_online.htm,advRedirect.do?contract=GS-35F-040DA&sin=132+51&src=elib&app=cat
"SPARTAN BUSINESS & TECHNOLOGY SERVICES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-509DA&contractorName=SPARTAN+BUSINESS+%26+TECHNOLOGY+SERVICES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-509DA,855-684-4415 X802,"ALEXANDRIA ,VA",s/dv/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F509DA/GS35F509DA_online.htm,advRedirect.do?contract=GS-35F-509DA&sin=132+51&src=elib&app=cat
"SPATIAL ENGINEERING, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-070AA&contractorName=SPATIAL+ENGINEERING%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-070AA,912-826-6688,"RINCON ,GA",s,https://www.gsaadvantage.gov/ref_text/GS35F070AA/GS35F070AA_online.htm,advRedirect.do?contract=GS-35F-070AA&sin=132+51&src=elib&app=cat
SPATIAL FRONT INCORPORATED,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0648Y&contractorName=SPATIAL+FRONT+INCORPORATED&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0648Y,240-498-2960,"MCLEAN ,VA",s/w/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0648Y/GS35F0648Y_online.htm,advRedirect.do?contract=GS-35F-0648Y&sin=132+51&src=elib&app=cat
"SPATIAL INTEGRATED SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-160CA&contractorName=SPATIAL+INTEGRATED+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-160CA,252-522-1456,"VIRGINIA BEACH ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F160CA/GS35F160CA_online.htm,advRedirect.do?contract=GS-35F-160CA&sin=132+51&src=elib&app=cat
"SPATIAL TECHNOLOGIES, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-036AA&contractorName=SPATIAL+TECHNOLOGIES%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-036AA,(321)427-8935,"SATELLITE BEACH ,FL",s/w/wo,https://www.gsaadvantage.gov/ref_text/GS35F036AA/GS35F036AA_online.htm,
SPEAR INCORPORATED,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-533BA&contractorName=SPEAR+INCORPORATED&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-533BA,7038473678,"HERNDON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F533BA/GS35F533BA_online.htm,advRedirect.do?contract=GS-35F-533BA&sin=132+51&src=elib&app=cat
"SPECPRO TECHNICAL SERVICES, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0565V&contractorName=SPECPRO+TECHNICAL+SERVICES%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0565V,256-726-4702,"SAN ANTONIO ,TX",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0565V/GS35F0565V_online.htm,advRedirect.do?contract=GS-35F-0565V&sin=132+51&src=elib&app=cat
SPECTRUM COMM INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0445N&contractorName=SPECTRUM+COMM+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0445N,757-224-7500,"NEWPORT NEWS ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0445N/GS35F0445N_online.htm,advRedirect.do?contract=GS-35F-0445N&sin=132+51&src=elib&app=cat
"SPECTRUM SOFTWARE TECHNOLOGY, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-436CA&contractorName=SPECTRUM+SOFTWARE+TECHNOLOGY%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-436CA,609-910-0183,"EGG HARBOR TOWNSHIP ,NJ",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F436CA/GS35F436CA_online.htm,advRedirect.do?contract=GS-35F-436CA&sin=132+51&src=elib&app=cat
"SPECTRUM SOLUTIONS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-392AA&contractorName=SPECTRUM+SOLUTIONS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-392AA,256-830-9759,"MADISON ,AL",s,https://www.gsaadvantage.gov/ref_text/GS35F392AA/GS35F392AA_online.htm,advRedirect.do?contract=GS-35F-392AA&sin=132+51&src=elib&app=cat
SPECTRUM TECHNOLOGIES INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0312Y&contractorName=SPECTRUM+TECHNOLOGIES+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0312Y,(703)869-0310,"HERNDON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0312Y/GS35F0312Y_online.htm,
"SPHERE OF INFLUENCE, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0595U&contractorName=SPHERE+OF+INFLUENCE%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0595U,703-584-5406,"MC LEAN ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0595U/GS35F0595U_online.htm,advRedirect.do?contract=GS-35F-0595U&sin=132+51&src=elib&app=cat
SPHERECOM ENTERPRISES INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0437N&contractorName=SPHERECOM+ENTERPRISES+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0437N,703-393-7000,"MANASSAS ,VA",s/w/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0437N/GS35F0437N_online.htm,advRedirect.do?contract=GS-35F-0437N&sin=132+51&src=elib&app=cat
SPIN SYSTEMS INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0598N&contractorName=SPIN+SYSTEMS+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0598N,703.318.0803,"FALLS CHURCH ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0598N/GS35F0598N_online.htm,advRedirect.do?contract=GS-35F-0598N&sin=132+51&src=elib&app=cat
"SPIRAL SOLUTIONS & TECHNOLOGIES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-237DA&contractorName=SPIRAL+SOLUTIONS+%26+TECHNOLOGIES%2C+INC.&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-237DA,(402) 880-3659,"BELLEVUE ,NE",o,https://www.gsaadvantage.gov/ref_text/GS35F237DA/GS35F237DA_online.htm,advRedirect.do?contract=GS-35F-237DA&sin=132+51&src=elib&app=cat
SPN SOLUTIONS INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-483DA&contractorName=SPN+SOLUTIONS+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-483DA,301-237-5315,"TYSONS CORNER ,VA",s/8a,https://www.gsaadvantage.gov/ref_text/GS35F483DA/GS35F483DA_online.htm,advRedirect.do?contract=GS-35F-483DA&sin=132+51&src=elib&app=cat
SPRUCE TECHNOLOGY INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-464BA&contractorName=SPRUCE+TECHNOLOGY+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-464BA,(862) 225-9302,"CLIFTON ,NJ",s/d,https://www.gsaadvantage.gov/ref_text/GS35F464BA/GS35F464BA_online.htm,advRedirect.do?contract=GS-35F-464BA&sin=132+51&src=elib&app=cat
"SPRY METHODS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0008T&contractorName=SPRY+METHODS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0008T,(703) 600-7779,"MCLEAN ,VA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0008T/GS35F0008T_online.htm,advRedirect.do?contract=GS-35F-0008T&sin=132+51&src=elib&app=cat
"SQUISHYMEDIA, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0209T&contractorName=SQUISHYMEDIA%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0209T,503-488-5951,"PORTLAND ,OR",s,https://www.gsaadvantage.gov/ref_text/GS35F0209T/GS35F0209T_online.htm,advRedirect.do?contract=GS-35F-0209T&sin=132+51&src=elib&app=cat
"SRA INTERNATIONAL, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-088AA&contractorName=SRA+INTERNATIONAL%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-088AA,571-446-5183,"CHANTILLY ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F088AA/GS35F088AA_online.htm,advRedirect.do?contract=GS-35F-088AA&sin=132+51&src=elib&app=cat
"SRA INTERNATIONAL, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-4594G&contractorName=SRA+INTERNATIONAL%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-4594G,571-446-5183,"CHANTILLY ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F4594G/GS35F4594G_online.htm,advRedirect.do?contract=GS-35F-4594G&sin=132+51&src=elib&app=cat
SRI INTERNATIONAL,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-5537H&contractorName=SRI+INTERNATIONAL&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-5537H,650-859-6157,"MENLO PARK ,CA",o,https://www.gsaadvantage.gov/ref_text/GS35F5537H/GS35F5537H_online.htm,advRedirect.do?contract=GS-35F-5537H&sin=132+51&src=elib&app=cat
"SRISYS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-428CA&contractorName=SRISYS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-428CA,513-342-2724,"WEST CHESTER ,OH",s/w/wo/ew/d/8a,,GSA Advantage!
"SRR INTERNATIONAL, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-458AA&contractorName=SRR+INTERNATIONAL%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-458AA,561-228-8349,"RIVIERA BEACH ,FL",s/w/wo/ew/8a,https://www.gsaadvantage.gov/ref_text/GS35F458AA/GS35F458AA_online.htm,advRedirect.do?contract=GS-35F-458AA&sin=132+51&src=elib&app=cat
"SSB BART GROUP, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0611V&contractorName=SSB+BART+GROUP%2C+INC.&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0611V,(571) 423-0989,"VIENNA ,VA",s,,GSA Advantage!
"SSB, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-027CA&contractorName=SSB%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-027CA,703-667-7333,"FAIRFAX ,VA",s/v,https://www.gsaadvantage.gov/ref_text/GS35F027CA/GS35F027CA_online.htm,advRedirect.do?contract=GS-35F-027CA&sin=132+51&src=elib&app=cat
"ST. JOHN GROUP, LLC, THE",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0479U&contractorName=ST.+JOHN+GROUP%2C+LLC%2C+THE&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0479U,(770) 605-4349,"ATLANTA ,GA",s/v/h,https://www.gsaadvantage.gov/ref_text/GS35F0479U/GS35F0479U_online.htm,advRedirect.do?contract=GS-35F-0479U&sin=132+51&src=elib&app=cat
"STAFF TECH, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0422M&contractorName=STAFF+TECH%2C+INC.&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0422M,916-932-1230,"FOLSOM ,CA",s/w/v,https://www.gsaadvantage.gov/ref_text/GS35F0422M/GS35F0422M_online.htm,advRedirect.do?contract=GS-35F-0422M&sin=132+51&src=elib&app=cat
STALWART TECHNOLOGIES INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-509BA&contractorName=STALWART+TECHNOLOGIES+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-509BA,224 325 4846,"HERNDON ,VA",s/w/d,https://www.gsaadvantage.gov/ref_text/GS35F509BA/GS35F509BA_online.htm,advRedirect.do?contract=GS-35F-509BA&sin=132+51&src=elib&app=cat
"STANDARD COMMUNICATIONS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0648N&contractorName=STANDARD+COMMUNICATIONS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0648N,5403643688,"HUME ,VA",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0648N/GS35F0648N_online.htm,advRedirect.do?contract=GS-35F-0648N&sin=132+51&src=elib&app=cat
"STANDARD INFORMATION TECHNOLOGY, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-490BA&contractorName=STANDARD+INFORMATION+TECHNOLOGY%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-490BA,5712323558,"FALLS CHURCH ,VA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F490BA/GS35F490BA_online.htm,advRedirect.do?contract=GS-35F-490BA&sin=132+51&src=elib&app=cat
STANDARD TECHNOLOGY INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0313J&contractorName=STANDARD+TECHNOLOGY+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0313J,301-913-9651 EXT305,"BETHESDA ,MD",s/w/d,https://www.gsaadvantage.gov/ref_text/GS35F0313J/GS35F0313J_online.htm,advRedirect.do?contract=GS-35F-0313J&sin=132+51&src=elib&app=cat
STANDARD TECHNOLOGY INCORPORATED,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0669P&contractorName=STANDARD+TECHNOLOGY+INCORPORATED&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0669P,404-410-7393,"ATLANTA ,GA",s/w/dv/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0669P/GS35F0669P_online.htm,advRedirect.do?contract=GS-35F-0669P&sin=132+51&src=elib&app=cat
STAR COMMUNICATION INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-205DA&contractorName=STAR+COMMUNICATION+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-205DA,(302)836-4054,"BEAR ,DE",s/w/wo/dv/d,,
STARPOINT SOLUTIONS LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-467AA&contractorName=STARPOINT+SOLUTIONS+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-467AA,212-962-1550,"NEW YORK ,NY",o,https://www.gsaadvantage.gov/ref_text/GS35F467AA/GS35F467AA_online.htm,advRedirect.do?contract=GS-35F-467AA&sin=132+51&src=elib&app=cat
"STARRY ASSOCIATES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0534K&contractorName=STARRY+ASSOCIATES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0534K,4433785855,"ANNAPOLIS ,MD",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0534K/GS35F0534K_online.htm,advRedirect.do?contract=GS-35F-0534K&sin=132+51&src=elib&app=cat
STEALTH ENTRY LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-450CA&contractorName=STEALTH+ENTRY+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-450CA,614-423-9334,"COLUMBUS ,OH",s/dv/d,https://www.gsaadvantage.gov/ref_text/GS35F450CA/GS35F450CA_online.htm,advRedirect.do?contract=GS-35F-450CA&sin=132+51&src=elib&app=cat
STEALTH NETWORK COMMUNICATIONS,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0618X&contractorName=STEALTH+NETWORK+COMMUNICATIONS&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0618X,925-846-7018,"SANTA CRUZ ,CA",s/w/wo/ew,https://www.gsaadvantage.gov/ref_text/GS35F0618X/GS35F0618X_online.htm,advRedirect.do?contract=GS-35F-0618X&sin=132+51&src=elib&app=cat
"STEEL POINT SOLUTIONS, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-329DA&contractorName=STEEL+POINT+SOLUTIONS%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-329DA,301-383-8112,"CALVERTON ,MD",s/w/wo/ew/d,https://www.gsaadvantage.gov/ref_text/GS35F329DA/GS35F329DA_online.htm,advRedirect.do?contract=GS-35F-329DA&sin=132+51&src=elib&app=cat
